date,text,PTR Sentiment,Flair Sentiment,Flair Score,Repost,Hastags
2024-11-27T17:28:16.000Z,"Nearly every element of our film ‘Driven to Advance’—aside from Lewis Hamilton himself— were not actually filmed at all. Rather, they were rendered with the power of AMD processors. Want to see how we did it? http://bit.ly/4fviDHe #TogetherWeAdvance @MercedesAMGF1",0.5213,POSITIVE,0.6583,0,['#TogetherWeAdvance']
2024-11-26T14:42:16.000Z,Vodafone uses @Oracle Exadata and AMD EPYC processors to provide their customers with uninterrupted service they can rely on. Discover the art of unrivaled database performance. http://bit.ly/3zgkrmt #TogetherWeAdvance,0.5448,POSITIVE,0.9865,0,['#TogetherWeAdvance']
2024-11-25T22:20:21.000Z,"A lot happened at #SC24 and AMD showed up with our partners and customers to show the world how we advance high-performance computing, together:   Exascale-class El Capitan and Frontier supercomputers, built by @HPE and powered by AMD, respectively hold the top two spots on",0.5578,POSITIVE,0.998,0,['#SC24']
2024-11-21T18:22:01.000Z,"El Capitan is set to redefine national security, revolutionize scientific research and spark breakthroughs that could change the world as we know it. In the latest episode of #BigIdeasLab, explore how the world's fastest supercomputer became a reality:",0.5192,POSITIVE,0.9954,0,['#BigIdeasLab']
2024-11-22T17:25:07.000Z,"This year’s #GordonBellPrize was awarded to an outstanding team led by @UniMelb along with @AMD, @qdxco and @ORNL. The team calculated a system containing over 2 million correlated electrons—a monumental achievement in #quantum simulations. https://bit.ly/4eGmI9J",0.5462,POSITIVE,0.9999,0,"['#GordonBellPrize', '#quantum']"
2024-11-20T23:01:50.000Z,Trending ,0.5,POSITIVE,0.995,0,[]
2024-11-20T19:49:36.000Z,"The #RenderMan ""SciTech"" Art Challenge is almost over and thanks to the power of @RANCHComputing and the @AMD Creator Cloud on @awscloud, some art challengers are able to iterate on their work faster than ever for a chance to win a @Dell Mobile Precision Workstation!",0.5378,POSITIVE,0.9975,0,['#RenderMan']
2024-11-20T21:05:14.000Z,Congratulations to @AMD for being named a 2024 HPCwire Readers' Choice Award (RCA) and Editors' Choice Award (ECA) recipient. RCA & ECA: Top 5 New Products or Technologies to WatchRCA & ECA: Top 5 Vendors to WatchECA: Top Supercomputing Achievementhttps://ow.ly/mU6V50U9gSu,0.5433,POSITIVE,0.9978,0,[]
2024-11-20T21:05:03.000Z,"El Capitan, powered by AMD Instinct MI300A APUs, has claimed the title of world's most powerful supercomputer. Its unique APU architecture combines CPU and GPU on a single package with high-bandwidth memory. Check out @Patrick1Kennedy's write-up at @ServeTheHome here:",0.5267,POSITIVE,0.9988,0,[]
2024-11-20T18:34:43.000Z,"""The top ten best selling CPUs on Amazon are all AMD chips""Learn why gamers and creators are choosing AMD for their systems in this article from @pcgamer ",0.5806,POSITIVE,0.8299,0,[]
2024-11-20T13:22:05.000Z,"When a production studio was asked to create an AMD film about F1, they had an idea: Film Lewis Hamilton and render everything else. How did they know they could pull it off in time? They’d built their system with AMD. Watch now: http://bit.ly/4fviDHe #TogetherWeAdvance",0.5471,POSITIVE,0.9358,0,['#TogetherWeAdvance']
2024-11-19T19:30:27.000Z,"What feature of the @ASUS ProArt P16 laptop most excites you?  • Great performance, thanks to the AMD Ryzen AI 300 Series processor • On-device AI with Copilot+ • Lightweight, vivid colors, great design See what other reviewers like most! https://bit.ly/3UVXWeI",0.5421,POSITIVE,0.9988,0,[]
2024-11-19T20:05:57.000Z,AMD is honored to have played a role in delivering two of the world's first exascale-class supercomputers through public-private initiatives put in place by @ENERGY.  Read more about the partnership behind the El Capitan and Frontier supercomputers in this article from @HPCwire:,0.5344,POSITIVE,0.9949,0,[]
2024-11-19T17:10:19.000Z,"At #SC24, @Livermore_Lab hosted a fireside chat on the world's most powerful supercomputer, El Capitan. The distinguished panel featuring guests from @NNSANews, @HPE and @AMD explored what this level of computational power means for #NationalSecurity and #ScientificDiscovery.",0.5256,POSITIVE,0.9747,0,"['#SC24', '#NationalSecurity', '#ScientificDiscovery']"
2024-11-19T15:00:39.000Z,"Interested in learning about the first FPGA devices that will support CXL 3.1 and PCIe Gen6?@AllAboutCircuit provides details on the AMD Versal Premium Series Gen 2 adaptive SoC designed for data centers, aerospace, communications, and T&M markets. https://bit.ly/3AJpRHS",0.5457,POSITIVE,0.9077,0,[]
2024-11-18T18:16:12.000Z,"Big day at #SC24!!  Excited to announce El Capitan, powered by @AMD is now the world's fastest supercomputer at 1.742 exaflops! We now power 5 of the top 10 and 21 of the top 50 supercomputers in the world. Thanks to @HPE, @Livermore_Lab, @ENERGY for their partnership!",0.5454,POSITIVE,0.9995,0,['#SC24']
2024-11-12T19:40:51.000Z,"We are delighted to share that AMD CEO and Chair Dr. @LisaSu was named to the inaugural Fortune 100 Most Powerful People in Business list. At AMD, we are proud to push the boundaries of innovation with our leadership end-to-end AI solutions portfolio under Dr. Su.",0.5839,POSITIVE,0.9918,0,[]
2024-11-12T15:02:17.000Z,Vodafone uses @Oracle Exadata to enable greater performance with fewer servers. Discover the art of unrivaled database performance with Oracle and AMD. http://bit.ly/3zgkrmt #TogetherWeAdvance,0.5305,POSITIVE,0.9859,0,['#TogetherWeAdvance']
2024-11-06T17:05:20.000Z," AMD Alveo UL3422 is setting new standards in trading tech! This ultra-low latency accelerator card is built for high-frequency trading, enhancing speed and efficiency with a compact design  Discover more here: https://ow.ly/xgm150U1tUv  #Finance #Trading #AMD",0.5598,POSITIVE,0.9997,0,"['#Finance', '#Trading', '#AMD']"
2024-11-08T19:00:18.000Z,"""AMD's 3D V-Cache forges the unquestioned gaming champ.""Learn all about the Ryzen 7 9800X3D in this review from @tomshardware ",0.5427,POSITIVE,0.9964,0,[]
2024-11-07T22:13:21.000Z,"Together AMD and @OVHcloud, a global player and the leading European cloud provider, have long partnered to drive innovation and bring customers incredible performance at an optimal price. http://bit.ly/4eROQYe #TogetherWeAdvance",0.5556,POSITIVE,0.9929,0,['#TogetherWeAdvance']
2024-11-07T18:16:55.000Z,The reviews are in and our new @AMDRyzen 7 9800X3D desktop CPU is the gaming champ!  Now available globally.  Signed a few this morning for some special partners ,0.5561,POSITIVE,0.998,0,[]
2024-11-06T21:15:02.000Z,"The king of gaming processors is almost here!Here's why the Ryzen 7 9800X3D is a ""no-compromise processor for gamers"" and a recipient of @HotHardware's Editor's Choice  ",0.5046,POSITIVE,0.9993,0,[]
2024-11-06T17:34:16.000Z,"With the power of our partners and AI advanced by AMD, together we can help solve the world’s most important challenges—and we’re just getting started. Learn how we and AI can at http://bit.ly/3X9k5Gf. #TogetherWeAdvance",0.5583,POSITIVE,0.9946,0,['#TogetherWeAdvance']
2024-11-05T14:59:05.000Z,"Together AMD, the @mercedesamgf1 team, and a special effects studio worked together to create an F1 film - without filming an actual F1 car. Watch how, from 3D design to final renders, AMD technology made it all possible.  http://bit.ly/4fviDHe #TogetherWeAdvance",0.5439,POSITIVE,0.6442,0,['#TogetherWeAdvance']
2024-10-29T14:38:05.000Z,"When a production studio was tasked to create an F1 racing film without access to a car or track, they knew they’d need an incredible amount of compute power. With AMD, they found it. See how, together with the @MercedesAMGF1 team, we made ‘Driven to Advance.’",0.5229,POSITIVE,0.9999,0,[]
2024-10-28T14:14:17.000Z,See how Vodafone uses @Oracle Exadata and AMD EPYC processors to optimize data insights. Discover the art of unrivaled database performance. http://bit.ly/3zgkrmt #TogetherWeAdvance,0.5302,POSITIVE,0.9913,0,['#TogetherWeAdvance']
2024-10-25T21:41:05.000Z,Our new slim FinTech accelerator enables the world's fastest electronic trade execution. See what the AMD Alveo UL3422 can do for you by reading this @dcdnews article: https://bit.ly/4fhoWNq,0.5517,POSITIVE,0.9966,0,[]
2024-10-25T18:40:01.000Z,"Both @Delta CEO Ed Bastian and Salesforce CEO @Benioff have recognized AMD CEO Dr. Lisa Su for her leadership in transforming AMD into a global leader in innovation and technology.  Read @ChiefExecGrp’s conversation with 2024 CEO Of The Year, Dr. @LisaSu:",0.5924,POSITIVE,0.9527,0,[]
2024-10-25T13:59:18.000Z,"Advanced Insights Episode 8 airs next Wednesday! Mark Papermaster's guest is Ely Greenfield, CTO of the @Adobe Digital Media business. Subscribe to AMD on YouTube to learn how generative AI is fundamentally changing content creation.",0.5513,POSITIVE,0.971,0,[]
2024-10-24T14:23:16.000Z,"Together, with the power of our partners and AI advanced by AMD, we can help solve the world’s most important challenges. Learn how we and AI can at http://bit.ly/3X9k5Gf. #TogetherWeAdvance",0.5653,POSITIVE,0.9872,0,['#TogetherWeAdvance']
2024-10-11T17:05:28.000Z,It’s not every day that you find out you’ve achieved 48 world records.  HPE has delivered that many world records to date in performance and energy efficiency with our HPE ProLiant servers featuring AMD EPYC processors. ,0.5396,POSITIVE,0.9984,0,[]
2024-10-14T09:11:00.000Z,.@QuantaQCT next gen server solutions powered by @AMD #EPYC 9005 series processors and AMD Instinct MI325X accelerators feature the AMD Zen 5 and AMD CDNA 3 architectures to offer leading #AI performance and energy efficiency for training and inference. https://bit.ly/2L0kGGj,0.5888,POSITIVE,0.9956,0,"['#EPYC', '#AI']"
2024-10-23T18:00:31.000Z,"Happy 10th Anniversary to our CEO, Dr. @LisaSu! Join the AMD executive team in sharing well-wishes and congratulations.",0.5586,POSITIVE,0.9875,0,[]
2024-10-23T16:01:49.000Z,"From the car, to the track, to the special effects—see how AMD technology brought Formula One to life with Lewis Hamilton and the @MercedesAMGF1 team. http://bit.ly/4fviDHe #TogetherWeAdvance",0.5415,POSITIVE,0.9968,0,['#TogetherWeAdvance']
2024-10-16T17:48:16.000Z,"Together, with the power of our partners and AI advanced by AMD, we can help fight diseases by turning theoretical protein functions into actual protein models. Learn how we and AI can solve the world’s most important challenges at http://bit.ly/3X9k5Gf. #TogetherWeAdvance",0.5448,POSITIVE,0.9935,0,['#TogetherWeAdvance']
2024-10-15T17:09:33.000Z,"Today, in partnership with @intel, we announced the creation of the x86 ecosystem advisory group, bringing together technology leaders to shape the future of the world’s most widely used computing architecture. Learn more:  http://bit.ly/3Yq8YuQ",0.5406,POSITIVE,0.9125,0,[]
2024-10-15T17:00:23.000Z,"The @AMDRyzen AI PRO 300 Series is taking enterprise processors to the next level (again ), according to @therealzomb. Learn more about our new launch from @WindowsCentral",0.565,POSITIVE,0.9401,0,[]
2024-10-15T01:02:54.000Z,"Last week was amazing - always love launching new @AMD EPYC, Instinct, Pensando and Ryzen products with our partners, customers and developers!  Special thanks to @Microsoft, @googlecloud, @AIatMeta, @OracleCloud, @databricks, @DellTech, @HPE, @Supermicro_SMCI, @Lenovo,",0.5563,POSITIVE,0.9927,0,[]
